POSTCODE,POST4,BUURTCODE,BUURTNAAM,WIJKCODE,WIJKNAAM,STADSDEELCODE,STADSDEELNAAM
5623EC,5623,425,Rapenland,42,Wijk Erp,4,Stadsdeel Woensel-Zuid
5623ED,5623,425,Rapenland,42,Wijk Erp,4,Stadsdeel Woensel-Zuid
5623EG,5623,425,Rapenland,42,Wijk Erp,4,Stadsdeel Woensel-Zuid
5623EH,5623,425,Rapenland,42,Wijk Erp,4,Stadsdeel Woensel-Zuid
5623EJ,5623,425,Rapenland,42,Wijk Erp,4,Stadsdeel Woensel-Zuid
5623EK,5623,425,Rapenland,42,Wijk Erp,4,Stadsdeel Woensel-Zuid
5623EL,5623,425,Rapenland,42,Wijk Erp,4,Stadsdeel Woensel-Zuid
5623EM,5623,425,Rapenland,42,Wijk Erp,4,Stadsdeel Woensel-Zuid
5623EN,5623,425,Rapenland,42,Wijk Erp,4,Stadsdeel Woensel-Zuid
5623EP,5623,425,Rapenland,42,Wijk Erp,4,Stadsdeel Woensel-Zuid
5623ER,5623,425,Rapenland,42,Wijk Erp,4,Stadsdeel Woensel-Zuid
5623ES,5623,425,Rapenland,42,Wijk Erp,4,Stadsdeel Woensel-Zuid
5623ET,5623,425,Rapenland,42,Wijk Erp,4,Stadsdeel Woensel-Zuid
5623EV,5623,425,Rapenland,42,Wijk Erp,4,Stadsdeel Woensel-Zuid
5623EW,5623,425,Rapenland,42,Wijk Erp,4,Stadsdeel Woensel-Zuid
5623EX,5623,425,Rapenland,42,Wijk Erp,4,Stadsdeel Woensel-Zuid
5623EZ,5623,425,Rapenland,42,Wijk Erp,4,Stadsdeel Woensel-Zuid
5623GA,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623GB,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623GC,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623GD,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623GE,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623GG,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623GH,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623GJ,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623GK,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623GL,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623GM,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623GN,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623GP,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623GR,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623GS,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623GT,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623GV,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623GW,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623GX,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623GZ,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623HA,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623HB,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623HC,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623HD,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623HE,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623HG,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623HH,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623HJ,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623HK,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623HL,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623HM,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623HN,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623HP,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623HR,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623HS,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623HT,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623HV,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623HW,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623HX,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623HZ,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623JA,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623JB,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623JC,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623JD,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623JE,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623JG,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623JH,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623JJ,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623JK,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623JL,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623JM,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623JN,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623JP,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623JR,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623JS,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623JT,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623JV,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623JW,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623JX,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623JZ,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623KA,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623KB,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623KC,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623KD,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623KE,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623KG,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623KH,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623KJ,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623KK,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623KL,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623KM,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623KN,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623KP,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623KR,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623KS,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623KT,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623KV,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623KW,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623KX,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623KZ,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623LA,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623LB,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623LC,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623LD,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623LE,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623LG,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623LJ,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623LK,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623LL,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623LM,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623LN,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623LP,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623LR,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623LS,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623LT,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623LV,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623LW,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623LX,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623LZ,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623MA,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623MB,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623MC,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623MD,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623ME,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623MG,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623MH,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623MJ,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623MN,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623MP,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623MS,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623MT,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623MV,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623MX,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623MZ,5623,431,Generalenbuurt,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623NA,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623NB,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623NC,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623ND,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623NE,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623NG,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623NH,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623NJ,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623NK,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623NL,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623NM,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623NN,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623NP,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623NR,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623NS,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623NT,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623NV,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623PA,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623PB,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623PC,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623PD,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623PE,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623PG,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623PH,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623PJ,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623PK,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623PL,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623PN,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623PP,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623PR,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623PS,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623PT,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623PV,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623PX,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623PZ,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623RA,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623RB,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623RC,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623RD,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623RE,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623RG,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5623RH,5623,432,Oude Toren,43,Wijk Begijnenbroek,4,Stadsdeel Woensel-Zuid
5624AA,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624AA,5624,511,Driehoeksbos,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624AA,5624,,,,,,
5624AB,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624AC,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624AD,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624AE,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624AG,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624AH,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624AJ,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624AK,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624AL,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624AM,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624AN,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624AP,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624AR,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624AS,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624AT,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624AV,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624AW,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624AX,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624AZ,5624,511,Driehoeksbos,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624BA,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624BB,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624BC,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624BD,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624BE,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624BG,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624BJ,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624CA,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624CB,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624CB,5624,511,Driehoeksbos,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624CB,5624,,,,,,
5624CC,5624,511,Driehoeksbos,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624CC,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624CC,5624,,,,,,
5624CD,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624CE,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624CE,5624,,,,,,
5624CE,5624,511,Driehoeksbos,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624CG,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624CJ,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624CK,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624CL,5624,511,Driehoeksbos,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624DA,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624DB,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624DC,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624DD,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624DE,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624DG,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624DH,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624DJ,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624EA,5624,511,Driehoeksbos,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624EA,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624EA,5624,,,,,,
5624EB,5624,511,Driehoeksbos,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624EC,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624ED,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624EE,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624EG,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624EH,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624EJ,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624EK,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624EL,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624EM,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624EN,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624EP,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624ER,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624ES,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624GA,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624GB,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624GC,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624GD,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624GE,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624GG,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624GH,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624GJ,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624GK,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624GL,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624GM,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624GN,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624GP,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624GR,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624GS,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624GT,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624GV,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624GW,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624GX,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624GZ,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624HA,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624HB,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624HC,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624HD,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624HE,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624HP,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624HR,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624HS,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624HT,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624HV,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624HW,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624HX,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624HZ,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624JA,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624JB,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624JC,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
5624JD,5624,512,Prinsejagt,51,Wijk Ontginning,5,Stadsdeel Woensel-Noord
